transaction_id,transaction_ts,transaction_date,fraud_label,fraud_type,fraud_score,risk_bucket,alert_flag,prediction_outcome,review_rank,review_percentile,amount,channel,payment_type,merchant_category,merchant_risk_level,customer_segment,transaction_country,ip_country,currency,is_cross_border,issuer_country_mismatch,ip_country_mismatch,geo_mismatch_any_flag,card_present_flag,shared_or_low_trust_device_flag,customer_txn_count_prev_1h,customer_txn_count_prev_24h,device_txn_count_prev_1h,device_txn_count_prev_24h,payment_method_txn_count_prev_1h,payment_method_txn_count_prev_24h,merchant_fraud_rate_prior,device_fraud_rate_prior,payment_method_fraud_rate_prior,amount_to_customer_expected_ratio,amount_to_merchant_prior_mean_ratio,behavioral_novelty_score,risk_signal_score,customer_id,merchant_id,device_id,payment_method_id,in_top_1pct_review_queue,in_top_3pct_review_queue,in_top_5pct_review_queue,in_top_10pct_review_queue
TXN_000173862,2026-03-18 17:52:08,2026-03-18,0,none,0.9883404975559568,high,1,false_positive,86,0.001911111111111111,260.5,mobile,credit_card,electronics,medium,digital_native,DE,ES,EUR,1,1,0,1,0,0,0,0,0,0,0,0,0.1946827794561933,0.0542222222222222,0.0157142857142857,3.9490408722523473,1.9927345516368775,1,4,CUST_005186,MERCH_000066,DEV_007855,PM_011008,1,1,1,1
TXN_000087591,2026-03-24 03:48:43,2026-03-24,0,none,0.9807571080031446,high,1,false_positive,118,0.0026222222222222224,1234.63,web,credit_card,electronics,medium,sme,ES,ES,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.0163855421686747,0.0137499999999999,0.0065671641791044,11.083086719350796,3.437698432813604,1,6,CUST_001874,MERCH_000149,DEV_005705,PM_007313,1,1,1,1
TXN_000180367,2026-03-17 02:48:22,2026-03-17,0,none,0.9776751987656468,high,1,false_positive,132,0.0029333333333333334,1148.83,web,credit_card,travel,high,sme,IT,GB,EUR,1,1,1,1,0,0,0,1,0,1,0,1,0.0376785714285714,0.0052380952380952,0.0275776397515527,16.133393587601546,3.3405946242044644,2,6,CUST_004259,MERCH_001018,DEV_000915,PM_001912,1,1,1,1
TXN_000020635,2026-03-23 02:25:17,2026-03-23,0,none,0.9764186625463932,high,1,false_positive,136,0.003022222222222222,51.36,mobile,credit_card,travel,high,digital_native,ES,PT,EUR,0,1,1,1,0,1,0,1,0,1,0,2,0.0412996389891696,0.0453061224489795,0.0234013605442176,2.451141814016751,0.1737259665404782,0,4,CUST_008394,MERCH_000542,DEV_000559,PM_010575,1,1,1,1
TXN_000285281,2026-03-10 00:11:13,2026-03-10,0,none,0.9750936500970092,high,1,false_positive,143,0.0031777777777777776,139.99,web,credit_card,marketplace,medium,mass,ES,PT,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.1580952380952381,0.0151724137931034,0.0451851851851851,2.3579248778844533,0.7878098507312643,1,3,CUST_005404,MERCH_000696,DEV_001419,PM_008030,1,1,1,1
TXN_000175635,2026-03-15 04:35:47,2026-03-15,0,none,0.9744880288458908,high,1,false_positive,145,0.0032222222222222222,234.62,mobile,credit_card,electronics,medium,digital_native,IT,IT,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.0215019762845849,0.0118918918918918,0.0091666666666666,13.771631793384437,1.6654463164199516,1,4,CUST_003798,MERCH_000532,DEV_007968,PM_009285,1,1,1,1
TXN_000269306,2026-03-26 00:04:28,2026-03-26,0,none,0.9744214477547726,high,1,false_positive,146,0.0032444444444444443,535.51,mobile,credit_card,marketplace,medium,affluent,ES,PT,EUR,1,1,1,1,0,0,0,0,0,0,0,1,0.0149450549450549,0.0116129032258064,0.0177777777777777,2.1183742292357217,8.84525085372084,1,3,CUST_004530,MERCH_000752,DEV_001941,PM_004414,1,1,1,1
TXN_000188186,2026-03-24 03:42:17,2026-03-24,0,none,0.973791064104104,high,1,false_positive,150,0.0033333333333333335,593.82,web,credit_card,marketplace,medium,affluent,ES,GB,EUR,1,1,1,1,0,1,0,1,0,1,0,1,0.0210764872521246,0.06752,0.0477777777777777,3.868813489485112,4.008494091718839,1,4,CUST_005835,MERCH_000497,DEV_005958,PM_002553,1,1,1,1
TXN_000156474,2026-03-18 12:06:11,2026-03-18,0,none,0.9729381060072604,high,1,false_positive,157,0.003488888888888889,1181.36,web,credit_card,travel,high,affluent,FR,PT,EUR,1,0,1,1,0,0,0,0,0,0,0,0,0.0489119170984455,0.0169230769230769,0.0102325581395348,8.257793932615686,3.5338508295957416,2,5,CUST_002997,MERCH_000444,DEV_004053,PM_009601,1,1,1,1
TXN_000106788,2026-03-17 04:57:22,2026-03-17,0,none,0.9721169077663214,high,1,false_positive,164,0.0036444444444444445,153.67,mobile,credit_card,electronics,medium,digital_native,DE,FR,EUR,1,1,1,1,0,1,0,0,0,0,0,0,0.016629213483146,0.0342857142857142,0.0378947368421052,2.441566882844885,1.728421085226416,1,5,CUST_003445,MERCH_000075,DEV_005704,PM_002879,1,1,1,1
