device_id,txn_count,fraud_count,alert_count,high_risk_count,medium_risk_count,approved_amount_sum,avg_amount,median_amount,avg_fraud_score,max_fraud_score,cross_border_count,geo_mismatch_count,ip_mismatch_count,low_trust_device_count,fraud_rate,alert_rate,high_risk_rate,cross_border_rate,geo_mismatch_rate,ip_mismatch_rate,low_trust_device_rate,device_type,os_family,browser_family
DEV_000835,4,1,0,0,2,521.36,130.34,116.25,0.622617098151754,0.8346523971750308,2,3,2,4,0.25,0.0,0.0,0.5,0.75,0.5,1.0,mobile,android,chrome
DEV_006027,3,1,0,0,1,166.8,55.6,56.54,0.5611924015192549,0.8565731946014808,2,3,2,0,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.0,tablet,windows,chrome
DEV_002067,3,0,1,1,0,863.0600000000001,287.68666666666667,101.99,0.5609051041571528,0.962118861838964,2,3,2,0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.0,mobile,ios,safari
DEV_006895,3,0,0,0,2,768.31,256.1033333333333,144.04,0.5469669433940357,0.8302132265643883,0,3,1,0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,desktop,android,chrome
DEV_005704,4,1,2,2,0,558.47,139.6175,101.31,0.5423256486997747,0.997304136023504,2,4,4,4,0.25,0.5,0.5,0.5,1.0,1.0,1.0,tablet,macos,chrome
DEV_004828,5,1,1,1,1,451.88,90.376,81.76,0.5378756945861858,0.9309117460989498,4,5,3,0,0.2,0.2,0.2,0.8,1.0,0.6,0.0,mobile,windows,edge
DEV_006105,6,2,2,2,0,1714.47,285.745,249.21499999999997,0.52680865333847,0.9526045531347846,4,5,2,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.3333333333333333,1.0,desktop,android,chrome
DEV_000205,4,2,2,2,0,1123.09,280.7725,68.17,0.4924369514885006,0.9816989778967318,2,4,2,4,0.5,0.5,0.5,0.5,1.0,0.5,1.0,mobile,macos,chrome
DEV_000805,4,0,0,0,2,653.96,163.49,164.26500000000001,0.4895081957385945,0.8708575101188079,3,4,4,0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,mobile,macos,chrome
DEV_006336,6,1,2,2,0,1183.34,197.22333333333333,105.21000000000001,0.48340103256691785,0.9340144107720684,6,6,3,6,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,1.0,desktop,ios,chrome
DEV_005721,3,1,1,1,0,1437.77,479.25666666666666,293.06,0.46560099446098874,0.9325508747845376,0,3,2,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666666,1.0,mobile,android,safari
DEV_002005,6,1,1,1,1,1392.05,232.00833333333333,52.72,0.4424809700027559,0.9327064055046324,6,6,3,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,1.0,0.5,0.0,mobile,macos,chrome
DEV_002876,3,1,0,0,1,163.76,54.586666666666666,44.95,0.4370955909536202,0.8402807814685851,3,3,2,0,0.3333333333333333,0.0,0.0,1.0,1.0,0.6666666666666666,0.0,mobile,macos,safari
DEV_006073,4,1,0,0,2,755.44,188.86,111.865,0.435046783097627,0.8740811540392728,3,4,2,4,0.25,0.0,0.0,0.75,1.0,0.5,1.0,mobile,macos,firefox
DEV_006481,7,0,0,0,2,492.68,70.38285714285715,77.27,0.4308941929984885,0.8881833100656918,2,7,3,7,0.0,0.0,0.0,0.2857142857142857,1.0,0.42857142857142855,1.0,desktop,ios,chrome
DEV_005939,11,1,1,1,3,2834.93,257.72090909090906,209.25,0.4245691143752431,0.9901971056821784,6,11,4,11,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.5454545454545454,1.0,0.36363636363636365,1.0,desktop,android,chrome
DEV_006178,4,0,0,0,2,282.46999999999997,70.61749999999999,54.754999999999995,0.4189377981278119,0.872321845478129,1,4,2,0,0.0,0.0,0.0,0.25,1.0,0.5,0.0,mobile,windows,chrome
DEV_000675,7,2,1,1,1,979.53,139.93285714285713,60.96,0.4170382391361748,0.9741642181541068,4,5,3,7,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.42857142857142855,1.0,desktop,android,chrome
DEV_003790,6,0,0,0,1,881.78,146.96333333333334,65.195,0.4121340178934347,0.8724188209309726,4,6,2,6,0.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,mobile,android,chrome
DEV_002007,5,1,1,1,0,646.53,129.30599999999998,112.76,0.40330292137242385,0.9601728506760216,2,5,1,0,0.2,0.2,0.2,0.4,1.0,0.2,0.0,mobile,windows,chrome
DEV_004852,3,0,1,1,0,1134.55,378.18333333333334,212.04,0.3967798777680391,0.9667527522011854,1,3,1,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,mobile,android,firefox
DEV_007968,6,0,2,2,0,648.16,108.02666666666666,59.6,0.39451406997045163,0.9744880288458908,5,6,3,6,0.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,1.0,0.5,1.0,desktop,windows,chrome
DEV_004993,4,0,0,0,1,776.1500000000001,194.03750000000002,166.44,0.39330021078020744,0.8963525542389635,3,4,2,4,0.0,0.0,0.0,0.75,1.0,0.5,1.0,desktop,windows,edge
DEV_000682,3,0,1,1,0,195.48,65.16,58.82,0.3890661579288988,0.911942013863672,1,1,1,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,desktop,linux,chrome
DEV_001666,4,0,1,1,0,695.8299999999999,173.95749999999998,172.20499999999998,0.388627343954301,0.9278110893431234,2,4,2,4,0.0,0.25,0.25,0.5,1.0,0.5,1.0,mobile,android,chrome
DEV_002307,9,2,3,3,0,2488.66,276.5177777777778,129.52,0.3863134192506327,0.9737266475309236,3,9,4,9,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4444444444444444,1.0,desktop,android,firefox
DEV_003408,4,0,0,0,1,849.24,212.31,234.81,0.3860525618635473,0.855764482317448,2,4,1,4,0.0,0.0,0.0,0.5,1.0,0.25,1.0,desktop,android,edge
DEV_006090,10,0,1,1,2,1618.45,161.845,142.59,0.3840226703515672,0.9507949678205564,8,10,3,10,0.0,0.1,0.1,0.8,1.0,0.3,1.0,desktop,linux,chrome
DEV_007619,5,1,1,1,1,1242.4,248.48000000000002,114.74,0.38392628278653657,0.9898433142790032,3,5,2,0,0.2,0.2,0.2,0.6,1.0,0.4,0.0,mobile,macos,safari
DEV_005767,6,1,1,1,1,539.89,89.98166666666667,81.47,0.3826999063373755,0.9521299934462216,4,6,2,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,mobile,android,chrome
DEV_006282,4,0,1,1,0,1191.9099999999999,297.97749999999996,295.315,0.3825868188441827,0.9343161651187104,1,4,0,4,0.0,0.25,0.25,0.25,1.0,0.0,1.0,desktop,windows,firefox
DEV_000222,4,0,0,0,1,848.09,212.0225,91.64,0.37755189305001496,0.8758052536638811,3,4,1,4,0.0,0.0,0.0,0.75,1.0,0.25,1.0,mobile,android,chrome
DEV_004297,6,1,1,1,0,1246.69,207.78166666666667,113.475,0.37573037168480744,0.931302733100824,3,6,2,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,1.0,0.3333333333333333,1.0,desktop,ios,chrome
DEV_006192,7,0,1,1,0,789.75,112.82142857142857,147.5,0.3717514910634285,0.928585805953524,4,7,3,7,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,1.0,0.42857142857142855,1.0,desktop,macos,edge
DEV_004843,5,0,0,0,2,940.3599999999999,188.07199999999997,55.96,0.3685606924051591,0.8083203899317014,4,5,3,5,0.0,0.0,0.0,0.8,1.0,0.6,1.0,mobile,windows,chrome
DEV_004134,5,2,1,1,1,298.0,59.6,24.15,0.36608958953436926,0.9865839589693568,4,5,4,0,0.4,0.2,0.2,0.8,1.0,0.8,0.0,tablet,ios,safari
DEV_002520,5,0,1,1,1,273.27,54.653999999999996,14.53,0.3656068830304046,0.9323887555619824,4,5,2,0,0.0,0.2,0.2,0.8,1.0,0.4,0.0,mobile,macos,safari
DEV_007826,4,1,1,1,0,333.40000000000003,83.35000000000001,67.155,0.36532308737932206,0.9164601100288016,2,4,2,4,0.25,0.25,0.25,0.5,1.0,0.5,1.0,mobile,android,firefox
DEV_001591,3,0,0,0,1,622.36,207.45333333333335,115.4,0.36487055499669846,0.8338199252077074,2,3,1,3,0.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,mobile,windows,chrome
DEV_005349,9,1,2,1,2,2347.9,260.8777777777778,203.42,0.36484274168221104,0.9356155668262548,7,9,3,0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.7777777777777778,1.0,0.3333333333333333,0.0,mobile,windows,chrome
DEV_003623,3,1,0,0,1,295.77,98.58999999999999,95.65,0.3593758505710256,0.7858820183467254,0,3,1,0,0.3333333333333333,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,mobile,macos,safari
DEV_001060,6,0,2,2,0,537.89,89.64833333333333,77.905,0.35559000582248906,0.9165154778036586,5,5,1,6,0.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.16666666666666666,1.0,mobile,android,edge
DEV_001113,6,2,2,2,0,1763.07,293.84499999999997,42.535,0.3542979302967077,0.977931385524586,4,6,1,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,1.0,mobile,windows,safari
DEV_001070,8,1,0,0,3,771.52,96.44,90.345,0.3525497039542205,0.8544730216082131,5,8,3,8,0.125,0.0,0.0,0.625,1.0,0.375,1.0,tablet,windows,safari
DEV_005733,4,0,0,0,1,1269.39,317.3475,310.13,0.3509762202360214,0.7967489883406516,3,4,2,4,0.0,0.0,0.0,0.75,1.0,0.5,1.0,mobile,android,chrome
DEV_005222,3,0,1,1,0,268.27,89.42333333333333,68.33,0.3503497253070828,0.9435208827935598,2,3,1,0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,desktop,windows,safari
DEV_007022,10,0,3,3,0,2430.52,243.052,159.95,0.3478756437132908,0.9580805840394522,5,10,4,10,0.0,0.3,0.3,0.5,1.0,0.4,1.0,mobile,android,firefox
DEV_003558,7,0,1,1,1,435.4,62.199999999999996,57.36,0.34589993520721257,0.9471320559611726,2,7,3,7,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.0,0.42857142857142855,1.0,mobile,macos,chrome
DEV_004206,4,0,0,0,1,1222.84,305.71,321.94,0.3453448012295832,0.7016313007442919,4,4,0,4,0.0,0.0,0.0,1.0,1.0,0.0,1.0,mobile,macos,firefox
DEV_006008,3,0,0,0,1,522.47,174.15666666666667,171.17,0.3429552319523446,0.8175431284264637,2,3,1,3,0.0,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,desktop,android,edge
DEV_003024,9,0,1,1,2,2781.32,309.03555555555556,203.62,0.3397247653677924,0.902408611605207,2,7,3,9,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.7777777777777778,0.3333333333333333,1.0,mobile,macos,firefox
DEV_007279,7,1,0,0,2,1018.77,145.53857142857143,33.62,0.339660803315046,0.8759916926046235,3,6,2,7,0.14285714285714285,0.0,0.0,0.42857142857142855,0.8571428571428571,0.2857142857142857,1.0,mobile,macos,edge
DEV_003056,6,2,1,1,1,534.35,89.05833333333334,95.10499999999999,0.3388664408335123,0.9773327452331664,2,5,2,0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.0,desktop,android,firefox
DEV_003720,3,0,1,1,0,156.02,52.00666666666667,49.53,0.336885515849688,0.9468522917143376,1,3,1,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,mobile,android,firefox
DEV_006787,5,0,0,0,1,187.37,37.474000000000004,39.28,0.33685653079048367,0.8780643678985404,4,4,0,0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,desktop,macos,chrome
DEV_000475,6,0,1,1,1,596.1899999999999,99.365,80.69999999999999,0.33533321470731575,0.9150304091484196,2,6,4,0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.0,desktop,ios,safari
DEV_001416,4,1,1,1,0,1502.92,375.73,430.15,0.3339865544251762,0.9936096791321244,4,4,1,4,0.25,0.25,0.25,1.0,1.0,0.25,1.0,tablet,windows,chrome
DEV_007557,21,1,2,2,3,5041.81,240.0861904761905,177.49,0.33352320515040995,0.9978482336376796,12,21,5,21,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.5714285714285714,1.0,0.23809523809523808,1.0,mobile,macos,firefox
DEV_001101,3,0,1,1,0,763.3100000000001,254.4366666666667,147.3,0.33333573100232844,0.948690431128286,3,3,0,0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,desktop,android,firefox
DEV_004816,14,1,1,1,3,1022.1,73.00714285714285,70.275,0.33113047621662267,0.9535849004787512,8,14,7,14,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.5714285714285714,1.0,0.5,1.0,mobile,android,edge
DEV_004877,4,1,0,0,1,969.05,242.2625,210.195,0.3305916787295849,0.7281334604661021,4,4,2,4,0.25,0.0,0.0,1.0,1.0,0.5,1.0,desktop,android,safari
DEV_001066,6,0,0,0,2,1738.06,289.6766666666667,294.92499999999995,0.33047484852307984,0.8514445836032615,4,5,2,6,0.0,0.0,0.0,0.6666666666666666,0.8333333333333334,0.3333333333333333,1.0,desktop,windows,edge
DEV_001522,6,0,0,0,2,1061.83,176.97166666666666,169.585,0.3286613770030033,0.72961959285041,5,6,4,0,0.0,0.0,0.0,0.8333333333333334,1.0,0.6666666666666666,0.0,mobile,android,edge
DEV_005717,3,0,1,1,0,85.16999999999999,28.389999999999997,33.05,0.3279981116683387,0.929391831978297,2,3,1,0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,desktop,linux,chrome
DEV_002197,3,1,1,1,0,1031.73,343.91,118.48,0.32735910790327477,0.976094194986676,2,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,desktop,macos,edge
DEV_000494,5,1,1,1,0,540.1,108.02000000000001,70.61,0.32690243907733535,0.901165200084776,5,5,3,0,0.2,0.2,0.2,1.0,1.0,0.6,0.0,mobile,android,safari
DEV_006151,9,0,0,0,2,751.4399999999999,83.49333333333333,45.06,0.32679872870792537,0.8836864820108383,7,9,3,9,0.0,0.0,0.0,0.7777777777777778,1.0,0.3333333333333333,1.0,mobile,android,firefox
DEV_003560,6,0,0,0,1,386.78000000000003,64.46333333333334,48.15,0.32507045360581993,0.8469399555403243,2,6,3,6,0.0,0.0,0.0,0.3333333333333333,1.0,0.5,1.0,mobile,windows,firefox
DEV_004742,3,0,1,1,0,413.93,137.97666666666666,168.06,0.324968379918679,0.9635715469576612,2,3,0,0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,mobile,ios,safari
DEV_003363,7,0,1,1,1,392.57,56.08142857142857,49.06,0.3249179799128759,0.949966564789122,3,7,3,7,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,1.0,0.42857142857142855,1.0,mobile,android,chrome
DEV_006664,4,0,0,0,1,427.44999999999993,106.86249999999998,117.845,0.3237090239146272,0.7564209304073123,2,4,2,0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,mobile,windows,firefox
DEV_007164,3,0,0,0,1,186.03,62.01,37.57,0.3227165293296569,0.7894143573187592,1,3,3,0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.0,desktop,ios,safari
DEV_000879,6,0,0,0,1,373.23,62.205000000000005,45.614999999999995,0.3224637246198729,0.7776711193329461,6,6,2,6,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,mobile,android,chrome
DEV_000956,3,0,1,1,0,325.61,108.53666666666668,51.33,0.3207422820551982,0.93845175460614,2,3,1,3,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,mobile,android,safari
DEV_007932,3,1,1,1,0,888.6600000000001,296.22,149.47,0.3203447099373567,0.9410684395614376,2,2,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,mobile,ios,edge
DEV_006729,3,1,0,0,1,184.29,61.43,61.23,0.3198782814003471,0.8820719246504425,3,3,3,0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.0,mobile,linux,safari
DEV_002775,3,0,1,1,0,97.84,32.61333333333334,14.56,0.3189407729358034,0.9562055181532348,3,3,1,0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,desktop,macos,safari
DEV_006988,5,1,0,0,1,1367.4,273.48,198.54,0.31793766844731486,0.886203168862456,3,3,2,5,0.2,0.0,0.0,0.6,0.6,0.4,1.0,mobile,macos,edge
DEV_000592,9,1,1,1,1,904.78,100.5311111111111,67.84,0.31763606960789503,0.9210033631062748,7,9,2,9,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777778,1.0,0.2222222222222222,1.0,mobile,ios,chrome
DEV_007086,10,2,1,1,1,2634.73,263.473,116.16499999999999,0.3173999164486744,0.9985462953913792,6,10,3,10,0.2,0.1,0.1,0.6,1.0,0.3,1.0,mobile,windows,edge
DEV_004714,3,0,1,1,0,542.4200000000001,180.8066666666667,38.41,0.3173614026629238,0.951714886435562,0,3,1,3,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,mobile,android,firefox
DEV_000700,6,2,1,1,1,949.17,158.195,137.9,0.3169169006418393,0.9724822882514208,5,6,2,0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.8333333333333334,1.0,0.3333333333333333,0.0,desktop,android,chrome
DEV_000573,6,1,1,1,1,599.06,99.84333333333332,82.96,0.31556125328203105,0.9720338699564368,1,6,3,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,0.5,0.0,mobile,ios,edge
DEV_002977,3,0,1,1,0,449.78999999999996,149.92999999999998,121.61,0.31321086227568545,0.9351025252385056,2,3,1,3,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,desktop,windows,edge
DEV_006173,3,1,1,1,0,254.01,84.67,43.6,0.31295713479525644,0.9126473498339286,2,3,2,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,mobile,android,chrome
DEV_007038,3,0,1,1,0,660.49,220.16333333333333,54.71,0.3109727138380351,0.9299294972999482,2,3,1,0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,desktop,android,safari
DEV_007237,3,0,0,0,0,479.84,159.94666666666666,101.02,0.3107817377899873,0.4805187308250027,0,2,2,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,desktop,android,chrome
DEV_004722,3,1,1,1,0,737.22,245.74,212.97,0.3105264342699515,0.9233911121496918,0,2,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,desktop,ios,chrome
DEV_001419,4,0,1,1,0,409.95000000000005,102.48750000000001,107.83000000000001,0.3104242556955757,0.9750936500970092,3,4,1,4,0.0,0.25,0.25,0.75,1.0,0.25,1.0,mobile,android,chrome
DEV_005148,3,1,1,1,0,346.96000000000004,115.65333333333335,47.65,0.3099921002081824,0.9098996749636988,1,2,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,mobile,android,chrome
DEV_006962,3,1,1,1,0,293.55,97.85000000000001,105.63,0.3092369764107336,0.9241157824793744,2,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,desktop,android,chrome
DEV_005052,3,0,1,1,0,158.0,52.666666666666664,47.84,0.3082278237855962,0.9221069984262836,3,3,1,0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,mobile,android,safari
DEV_004989,8,0,1,1,1,1529.77,191.22125,130.3,0.3081860000604624,0.9147678202217612,4,5,2,8,0.0,0.125,0.125,0.5,0.625,0.25,1.0,desktop,linux,chrome
DEV_004745,6,1,1,1,1,1437.6,239.6,105.495,0.30801736691229287,0.9846194663612262,3,6,1,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,1.0,0.16666666666666666,0.0,desktop,macos,chrome
DEV_006296,3,1,1,1,0,330.46000000000004,110.15333333333335,107.89,0.3074390311627782,0.92158830881464,1,2,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,desktop,android,safari
DEV_002951,3,0,0,0,0,768.06,256.02,300.39,0.30736564543703826,0.5125865034315676,1,2,2,0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,desktop,windows,chrome
DEV_000654,4,0,1,1,0,334.35,83.5875,75.83,0.3037779067836215,0.9013935883977422,3,4,0,0,0.0,0.25,0.25,0.75,1.0,0.0,0.0,mobile,ios,firefox
DEV_007166,4,0,1,1,0,545.47,136.3675,151.38,0.30342376856514164,0.9243439292676198,3,4,1,0,0.0,0.25,0.25,0.75,1.0,0.25,0.0,mobile,android,firefox
DEV_003375,3,0,1,1,0,118.23,39.410000000000004,15.68,0.30298308222715464,0.9042161628367024,2,3,1,0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,mobile,android,chrome
DEV_003419,4,0,0,0,0,465.44,116.36,72.655,0.30297170750849994,0.6576513312891462,3,4,2,0,0.0,0.0,0.0,0.75,1.0,0.5,0.0,desktop,macos,chrome
DEV_007325,5,0,0,0,1,314.12,62.824,43.27,0.3021238266570978,0.8773649765427124,4,5,3,0,0.0,0.0,0.0,0.8,1.0,0.6,0.0,mobile,windows,chrome
DEV_003722,7,1,0,0,2,637.7,91.10000000000001,57.05,0.30202666229571473,0.8318827335201547,0,7,4,7,0.14285714285714285,0.0,0.0,0.0,1.0,0.5714285714285714,1.0,mobile,windows,chrome
DEV_007426,3,0,1,0,1,310.72,103.57333333333334,49.59,0.29990692020425086,0.899038839851976,2,3,1,0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,mobile,android,chrome
DEV_002185,9,0,1,1,0,1414.23,157.13666666666666,50.34,0.29981312842661756,0.9118253178464104,8,9,3,9,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888,1.0,0.3333333333333333,1.0,desktop,windows,chrome
DEV_003995,6,1,1,1,1,1958.86,326.47666666666663,94.59,0.2968035895589488,0.98976394505063,2,4,2,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,desktop,android,firefox
DEV_000749,3,0,0,0,1,204.81,68.27,76.66,0.29675912488377115,0.8887477198045894,3,3,3,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,desktop,windows,edge
DEV_006991,4,0,0,0,1,172.99,43.2475,44.465,0.29457806728854136,0.8815336247181135,2,3,2,0,0.0,0.0,0.0,0.5,0.75,0.5,0.0,mobile,ios,chrome
DEV_004888,3,0,0,0,1,454.73,151.57666666666668,108.08,0.294003784546534,0.8676991252335912,1,3,1,3,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,mobile,android,firefox
