transaction_id,transaction_ts,transaction_date,transaction_status,fraud_label,fraud_type,fraud_case_id,fraud_pattern_strength,customer_id,merchant_id,device_id,payment_method_id,customer_segment,home_country,home_city,merchant_category,merchant_country,merchant_risk_level,device_type,os_family,browser_family,payment_type,issuer_country,channel,ip_country,transaction_country,amount,currency,transaction_hour,day_of_week,is_weekend,is_night_txn,is_cross_border,issuer_country_mismatch,ip_country_mismatch,geo_mismatch_any_flag,card_present_flag,prepaid_flag,virtual_card_flag,account_age_days,device_trust_score,shared_device_flag,num_customers_seen_last_30d,customer_tenure_days,usual_device_count,historical_chargeback_count,historical_fraud_flag_count,merchant_age_days,merchant_chargeback_rate,merchant_is_high_risk_flag,customer_has_chargeback_history_flag,customer_has_fraud_history_flag,customer_chargeback_history_intensity,customer_fraud_history_intensity,customer_expected_ticket,avg_ticket_size,amount_to_customer_expected_ratio,amount_to_merchant_ticket_ratio,amount_minus_customer_expected,amount_minus_merchant_ticket,high_amount_vs_customer_flag,high_amount_vs_merchant_flag,channel_differs_from_usual,low_trust_device_flag,very_low_trust_device_flag,shared_or_low_trust_device_flag,virtual_or_prepaid_flag,customer_txn_count_prior,merchant_txn_count_prior,device_txn_count_prior,payment_method_txn_count_prior,customer_avg_amount_prior,merchant_avg_amount_prior,device_avg_amount_prior,payment_method_avg_amount_prior,customer_fraud_rate_prior,merchant_fraud_rate_prior,device_fraud_rate_prior,payment_method_fraud_rate_prior,customer_decline_rate_prior,merchant_decline_rate_prior,device_decline_rate_prior,payment_method_decline_rate_prior,seconds_since_prev_customer_txn,seconds_since_prev_device_txn,seconds_since_prev_payment_method_txn,seconds_since_prev_merchant_txn,customer_txn_within_5min_flag,device_txn_within_5min_flag,payment_method_txn_within_5min_flag,customer_txn_count_prev_1h,customer_txn_count_prev_24h,customer_txn_count_prev_168h,device_txn_count_prev_1h,device_txn_count_prev_24h,payment_method_txn_count_prev_1h,payment_method_txn_count_prev_24h,merchant_txn_count_prev_1h,merchant_txn_count_prev_24h,customer_unique_merchants_prev_24h,customer_unique_countries_prev_24h,device_unique_customers_prev_24h,device_unique_customers_prior,payment_method_unique_customers_prior,customer_unique_devices_prior,customer_unique_payment_methods_prior,customer_payment_type_count_prior,customer_payment_type_is_new_flag,customer_channel_count_prior,customer_channel_is_new_flag,customer_merchant_category_count_prior,customer_merchant_category_is_new_flag,customer_transaction_country_count_prior,customer_country_is_new_flag,customer_merchant_count_prior,customer_merchant_is_new_flag,customer_device_count_prior,customer_device_is_new_flag,customer_payment_method_count_prior,customer_payment_method_is_new_flag,amount_to_customer_prior_mean_ratio,amount_to_merchant_prior_mean_ratio,amount_to_device_prior_mean_ratio,amount_to_payment_method_prior_mean_ratio,high_amount_vs_customer_prior_mean_flag,high_amount_vs_merchant_prior_mean_flag,risky_geo_device_combo_flag,risky_payment_geo_combo_flag,velocity_risk_customer_flag,velocity_risk_device_flag,velocity_risk_payment_method_flag,merchant_velocity_risk_flag,behavioral_novelty_score,risk_signal_score,channel_code,payment_type_code,merchant_risk_level_code,customer_segment_code,customer_age_band_is_unknown,fraud_score,pred_label_default_050,pred_label_tuned,risk_bucket,alert_flag,review_rank,review_percentile,in_top_1pct_review_queue,in_top_3pct_review_queue,in_top_5pct_review_queue,in_top_10pct_review_queue,prediction_outcome,queue_name,queue_rank
TXN_000060634,2026-03-24 04:35:49,2026-03-24,declined,1,stolen_card,SC_001764,medium,CUST_004230,MERCH_000566,DEV_004083,PM_011858,mass,ES,Valencia,digital_services,PT,high,desktop,windows,safari,debit_card,US,mobile,GB,PT,950.0,EUR,4,1,0,1,1,1,1,1,0,1,0,2189,0.659,0,1,30,1,0,0,1204,0.0426,1,0,0,0,0,38.943,67.37,24.394628046118687,14.101232002374944,911.057,882.63,1,1,1,0,0,0,1,23,284,55,91,44.47652173913043,104.97732394366196,59.64545454545455,121.24472527472528,0.0102325581395348,0.2251315789473684,0.0058666666666666,0.067027027027027,0.0444852713178294,0.0918186403508772,0.0255048888888888,0.04426006006006,1401194.0,184976.0,12679.0,14850.0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,2,4,1,2,16,0,2,0,7,0,0,1,0,1,23,0,16,0,21.35958395245171,9.049573415586734,15.927450083828685,7.835392408596907,1,1,0,1,0,0,0,0,3,6,1,1,2,0,0,0.99907068327453,1,1,high,1,1,2.2222222222222223e-05,1,1,1,1,true_positive,top_5pct_review_queue,1
TXN_000058656,2026-03-24 06:58:19,2026-03-24,declined,1,merchant_collusion,MC_001034,medium,CUST_006995,MERCH_000910,DEV_007086,PM_000488,digital_native,ES,Bilbao,digital_services,IT,high,mobile,windows,edge,credit_card,IT,mobile,DE,IT,808.79,EUR,6,1,0,0,1,1,1,1,0,0,0,1473,0.355,1,10,657,2,0,0,1411,0.079,1,0,0,0,0,80.40361111111112,19.22,10.059125315681646,42.08064516129032,728.3863888888889,789.5699999999999,1,1,0,0,0,1,0,39,298,78,4,141.95076923076925,87.73513422818792,86.54743589743589,107.29000000000002,0.0244067796610169,0.240377358490566,0.0146938775510204,0.0183333333333333,0.0324214689265536,0.0940656184486373,0.0603353741496598,0.0380361111111111,281521.0,16669.0,649246.0,40403.0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,2,2,2,3,2,0,25,0,3,0,6,0,0,1,30,0,2,0,5.697679585555122,9.218541774797313,9.345048661620275,7.538353993848446,1,1,1,0,0,0,0,0,1,5,1,0,2,2,0,0.9985462953913792,1,1,high,1,2,4.4444444444444447e-05,1,1,1,1,true_positive,top_5pct_review_queue,2
TXN_000274001,2026-03-14 20:45:28,2026-03-14,approved,1,merchant_collusion,MC_000956,medium,CUST_007606,MERCH_000910,DEV_006150,PM_009341,sme,ES,Barcelona,digital_services,IT,high,desktop,macos,safari,credit_card,US,mobile,US,IT,465.35,EUR,20,5,1,0,1,1,1,1,0,0,0,1977,0.829,0,2,2337,2,0,0,1411,0.079,1,0,0,0,0,22.082222222222224,19.22,21.07351313273624,24.21175858480749,443.2677777777778,446.13,1,1,0,0,0,0,0,70,273,150,18,97.51442857142855,85.66311355311356,122.29113333333336,106.45277777777778,0.016,0.2369965870307167,0.0084705882352941,0.0642105263157894,0.0434762962962963,0.0986787258248009,0.0347815686274509,0.050338596491228,5203.0,5203.0,149957.0,84669.0,0,0,0,0,1,4,0,1,0,0,0,1,1,1,1,9,2,2,3,6,0,51,0,15,0,5,0,0,1,51,0,6,0,4.772114309823748,5.432326478671241,3.805263614096852,4.3714218615452864,1,1,0,0,0,0,0,0,1,4,1,0,2,3,0,0.9984856481320796,1,1,high,1,3,6.666666666666667e-05,1,1,1,1,true_positive,top_5pct_review_queue,3
TXN_000045335,2026-03-25 21:29:59,2026-03-25,declined,1,merchant_collusion,MC_001044,medium,CUST_008894,MERCH_000910,DEV_005241,PM_008519,mass,FR,Paris,digital_services,IT,high,mobile,ios,chrome,credit_card,ES,web,US,IT,201.0,EUR,21,2,0,0,1,1,1,1,0,0,0,1690,0.809,0,1,975,1,1,0,1411,0.079,1,1,0,1,0,44.737142857142864,19.22,4.492910972027079,10.457856399583768,156.26285714285714,181.78,1,1,1,0,0,0,0,12,304,49,68,74.64916666666666,90.75746710526316,171.15897959183675,156.64882352941174,0.0137499999999999,0.2420987654320987,0.0208695652173913,0.0277272727272727,0.0597770833333333,0.0984965020576131,0.1001864734299517,0.0217371212121212,767922.0,521178.0,73655.0,45143.0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,4,1,1,12,0,2,0,2,0,2,0,0,1,12,0,12,0,2.692595362752431,2.2146938032864485,1.1743468001464206,1.2831248615299116,0,0,0,0,0,0,0,0,2,5,0,0,2,0,0,0.998070318291189,1,1,high,1,4,8.888888888888889e-05,1,1,1,1,true_positive,top_5pct_review_queue,4
TXN_000057482,2026-03-11 18:34:46,2026-03-11,declined,1,merchant_collusion,MC_000933,medium,CUST_006196,MERCH_001028,DEV_004184,PM_007331,mass,IT,Rome,digital_services,FR,high,tablet,macos,chrome,credit_card,DE,mobile,US,FR,147.2,EUR,18,2,0,0,1,1,1,1,0,0,0,1545,0.763,0,1,2298,3,0,0,2939,0.0715,1,0,0,0,0,47.04136363636364,5.92,3.129160989844527,24.864864864864863,100.15863636363636,141.28,1,1,0,0,0,0,0,22,250,38,46,54.49,94.82564,79.05631578947369,164.13478260869564,0.0104761904761904,0.2053333333333333,0.0075862068965517,0.0369696969696969,0.0217349206349206,0.0922698765432098,0.0674632183908046,0.0592858585858585,161255.0,161255.0,161255.0,64848.0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,2,3,1,22,0,14,0,1,0,3,0,0,1,15,0,22,0,2.70141310332171,1.552322768398927,1.8619638232572384,0.8968239251940345,0,0,0,0,0,0,0,0,1,4,1,0,2,0,0,0.9980318791492514,1,1,high,1,5,0.00011111111111111112,1,1,1,1,true_positive,top_5pct_review_queue,5
TXN_000182233,2026-03-15 20:24:35,2026-03-15,approved,1,merchant_collusion,MC_000964,medium,CUST_004725,MERCH_000066,DEV_000705,PM_000262,mass,ES,Bilbao,electronics,DE,medium,mobile,android,firefox,debit_card,ES,mobile,PT,DE,602.27,EUR,20,6,1,0,1,0,1,1,0,0,1,2610,0.953,0,2,2668,1,1,0,2159,0.0407,0,1,0,1,0,22.318421052631574,48.88,26.985331918405848,12.321399345335514,579.9515789473684,553.39,1,1,0,0,0,0,1,18,303,92,36,35.74722222222221,129.86072607260726,174.28304347826088,127.71527777777776,0.011578947368421,0.1871207430340557,0.0128571428571428,0.0078571428571428,0.0240228070175438,0.0833215686274509,0.0170791666666666,0.0163011904761904,328512.0,83126.0,328512.0,52948.0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,7,3,1,2,9,0,14,0,2,0,3,0,0,1,18,0,9,0,16.84802237936126,4.63781482065071,3.455700497192223,4.7157239954325485,1,1,0,1,0,0,0,0,1,5,1,1,1,0,0,0.9979898083145532,1,1,high,1,6,0.00013333333333333334,1,1,1,1,true_positive,top_5pct_review_queue,6
TXN_000051632,2026-03-20 04:43:10,2026-03-20,declined,1,stolen_card,SC_001690,medium,CUST_007541,MERCH_000068,DEV_006216,PM_001094,sme,ES,Bilbao,digital_services,DE,medium,mobile,ios,chrome,credit_card,US,mobile,US,DE,659.76,EUR,4,4,0,1,1,1,1,1,0,0,0,2209,0.255,0,3,2662,1,0,0,60,0.0464,0,0,0,0,0,77.13126582278481,43.3,8.553729709503935,15.236951501154737,582.6287341772152,616.46,1,1,0,1,0,1,0,82,203,82,60,166.04719512195123,69.29600985221676,166.04719512195123,171.47616666666667,0.0533333333333333,0.0557847533632287,0.0533333333333333,0.0679999999999999,0.0481653594771241,0.0579052316890881,0.0481653594771241,0.0614108333333333,95244.0,95244.0,276505.0,186919.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,1,4,60,0,58,0,10,0,10,0,0,1,82,0,60,0,3.9733281824811777,9.520894513364173,3.9733281824811777,3.847531775552871,1,1,1,0,0,0,0,0,1,5,1,0,1,3,0,0.9979073768857856,1,1,high,1,7,0.00015555555555555556,1,1,1,1,true_positive,top_5pct_review_queue,7
TXN_000032778,2026-03-23 21:13:21,2026-03-23,approved,1,stolen_card,SC_001756,medium,CUST_005194,MERCH_000566,DEV_003884,PM_006383,affluent,ES,Madrid,digital_services,PT,high,mobile,linux,firefox,credit_card,ES,web,DE,PT,950.0,EUR,21,0,0,0,1,0,1,1,0,0,0,1676,0.708,0,1,797,3,0,0,1204,0.0426,1,0,0,0,0,194.88,67.37,4.8747947454844,14.101232002374944,755.12,882.63,1,1,0,0,0,0,0,29,280,62,41,207.2634482758621,102.62532142857144,154.01532258064518,154.6048780487805,0.0089795918367346,0.2248,0.017560975609756,0.0072131147540983,0.0390380952380952,0.0930428888888888,0.0111325203252032,0.0641453551912568,334789.0,249310.0,54168.0,55913.0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,4,4,3,3,26,0,16,0,3,0,1,0,0,1,22,0,25,0,4.583538525015639,9.256974660597896,6.168217447991664,6.1446961570013245,1,1,0,0,0,0,0,0,1,4,0,0,2,1,0,0.9978738506406152,1,1,high,1,8,0.00017777777777777779,1,1,1,1,true_positive,top_5pct_review_queue,8
TXN_000281540,2026-03-09 02:27:45,2026-03-09,approved,1,stolen_card,SC_001517,medium,CUST_006020,MERCH_000312,DEV_007557,PM_005346,sme,DE,Munich,electronics,PT,medium,mobile,macos,firefox,credit_card,FR,mobile,ES,PT,950.0,EUR,2,0,0,1,1,1,1,1,0,0,0,925,0.318,1,12,724,1,2,0,2302,0.0156,0,1,0,2,0,85.22046728971962,20.0,11.147556804286628,47.5,864.7795327102804,930.0,1,1,0,1,0,1,0,85,222,96,19,179.9049411764706,78.2331981981982,178.40104166666666,84.7,0.0137142857142857,0.0142148760330578,0.0210344827586206,0.0112820512820512,0.0372653968253968,0.040962258953168,0.0423522988505747,0.0234068376068376,34826.0,34826.0,159266.0,37248.0,0,0,0,0,1,5,0,1,0,0,0,2,1,1,1,2,2,1,4,68,0,67,0,19,0,9,0,0,1,85,0,5,0,5.280566469089558,12.14318245808184,5.325081014801624,11.216056670602123,1,1,1,0,0,0,0,0,1,7,1,0,1,3,0,0.9978482336376796,1,1,high,1,9,0.0002,1,1,1,1,true_positive,top_5pct_review_queue,9
TXN_000152634,2026-03-15 20:55:47,2026-03-15,declined,1,stolen_card,SC_001613,medium,CUST_004508,MERCH_000960,DEV_004462,PM_010295,mass,FR,Lyon,digital_services,ES,high,mobile,windows,chrome,credit_card,ES,web,DE,ES,239.67,EUR,20,6,1,0,1,1,1,1,0,0,0,2183,0.432,1,9,2339,2,0,0,1858,0.0274,1,0,0,0,0,20.81955555555556,5.0,11.511773119289556,47.934,218.85044444444443,234.67,1,1,1,0,0,1,0,38,274,116,60,44.142631578947366,44.543138686131385,55.16370689655172,89.31233333333333,0.0248275862068965,0.042312925170068,0.0179411764705882,0.0305,0.0157390804597701,0.084737641723356,0.0508299019607843,0.0489108333333333,320124.0,2552.0,85778.0,6019.0,0,0,0,0,0,1,1,2,0,1,0,2,0,0,2,4,3,2,1,38,0,10,0,0,1,10,0,0,1,27,0,38,0,5.429445219444147,5.380626670446594,4.3447043986629135,2.6835039580199824,1,1,1,0,0,0,0,0,3,5,0,0,2,0,0,0.997836108647706,1,1,high,1,10,0.00022222222222222223,1,1,1,1,true_positive,top_5pct_review_queue,10
